0,a,b,c
236600,3.4777,3.471,3.4847
236700,3.4777,3.471,3.4848
236800,3.4777,3.4708,3.4848
236900,3.4777,3.4709,3.4848
237000,3.4777,3.4709,3.4847
237100,3.4777,3.471,3.4849
237200,3.4777,3.471,3.4846
237300,3.4777,3.471,3.4848
237400,3.4778,3.471,3.4848
237500,3.4778,3.4711,3.4848
237600,3.4777,3.4713,3.4846
237700,3.4777,3.4711,3.4846
237800,3.4777,3.4712,3.4847
237900,3.4778,3.4712,3.4847
238000,3.4778,3.4714,3.4848
238100,3.4778,3.4714,3.4849
238200,3.4778,3.4713,3.4851
238300,3.4778,3.4711,3.4849
238400,3.4778,3.4712,3.4849
238500,3.4778,3.4713,3.4848
238600,3.4778,3.4713,3.4846
238700,3.4778,3.4711,3.4848
238800,3.4778,3.4709,3.4847
238900,3.4778,3.471,3.4849
239000,3.4778,3.4711,3.4848
239100,3.4778,3.4711,3.4848
239200,3.4778,3.4711,3.4847
239300,3.4778,3.4711,3.4847
239400,3.4779,3.4712,3.4849
239500,3.4778,3.4712,3.4851
239600,3.4778,3.4712,3.485
239700,3.4779,3.4711,3.485
239800,3.4779,3.4712,3.485
239900,3.4779,3.4712,3.485
240000,3.4779,3.4712,3.4853
240100,3.4779,3.4712,3.4852
240200,3.4779,3.4712,3.4851
240300,3.4779,3.4711,3.4851
240400,3.4779,3.4712,3.4851
240500,3.4779,3.4713,3.485
240600,3.4779,3.4711,3.4849
240700,3.4779,3.4711,3.4849
240800,3.4779,3.4711,3.4849
240900,3.4779,3.4712,3.4848
241000,3.4779,3.4713,3.4848
241100,3.4779,3.4712,3.4848
241200,3.4779,3.4713,3.4849
241300,3.4779,3.4714,3.4849
241400,3.4779,3.4713,3.4849
241500,3.4779,3.4713,3.485
241600,3.4779,3.4713,3.4851
241700,3.4779,3.4712,3.4849
241800,3.4779,3.4714,3.4849
241900,3.4779,3.4714,3.4848
242000,3.4779,3.4714,3.4847
242100,3.4779,3.4714,3.4847
242200,3.4779,3.4715,3.4847
242300,3.4779,3.4713,3.4846
242400,3.4779,3.4714,3.4846
242500,3.4779,3.4713,3.4845
242600,3.4779,3.4714,3.4846
242700,3.4779,3.4713,3.4847
242800,3.4779,3.4713,3.4849
242900,3.4779,3.4712,3.4849
243000,3.4779,3.4712,3.485
243100,3.4779,3.4711,3.4851
243200,3.478,3.4712,3.4852
243300,3.478,3.4711,3.4853
243400,3.478,3.4711,3.4854
243500,3.478,3.4713,3.4854
243600,3.478,3.4714,3.4853
243700,3.478,3.4711,3.4853
243800,3.478,3.4711,3.4851
243900,3.478,3.471,3.4851
244000,3.478,3.471,3.4852
244100,3.478,3.471,3.4853
244200,3.478,3.4711,3.4851
244300,3.478,3.4711,3.4851
244400,3.478,3.471,3.4853
244500,3.478,3.471,3.4854
244600,3.478,3.471,3.4854
244700,3.4781,3.471,3.4855
244800,3.478,3.471,3.4855
244900,3.478,3.4708,3.4854
245000,3.478,3.4709,3.4854
245100,3.478,3.4709,3.4856
245200,3.478,3.471,3.4856
245300,3.478,3.4709,3.4856
245400,3.4781,3.471,3.4856
245500,3.4781,3.471,3.4857
245600,3.4781,3.4712,3.4855
245700,3.4781,3.4713,3.4855
245800,3.4781,3.4714,3.4854
245900,3.478,3.4711,3.4853
246000,3.478,3.4711,3.4852
246100,3.478,3.471,3.4851
246200,3.478,3.471,3.485
246300,3.478,3.4712,3.485
246400,3.478,3.4713,3.4849
246500,3.478,3.4713,3.485
246600,3.478,3.4714,3.4849
246700,3.478,3.4715,3.485
246800,3.478,3.4714,3.485
246900,3.478,3.4714,3.4851
247000,3.478,3.4714,3.4851
247100,3.478,3.4713,3.4851
247200,3.4781,3.4714,3.4852
247300,3.4781,3.4714,3.4851
247400,3.4781,3.4713,3.4851
247500,3.4781,3.4714,3.4851
247600,3.4781,3.4712,3.4852
247700,3.478,3.4712,3.4852
247800,3.478,3.4714,3.4849
247900,3.4781,3.4714,3.485
248000,3.4781,3.4714,3.4851
248100,3.4781,3.4715,3.4851
248200,3.4781,3.4713,3.4853
248300,3.4781,3.4711,3.4854
248400,3.4781,3.4713,3.4853
248500,3.4781,3.4712,3.4855
248600,3.4781,3.4713,3.4855
248700,3.4781,3.4712,3.4855
248800,3.478,3.4712,3.4857
248900,3.478,3.4712,3.4857
249000,3.4781,3.4713,3.4857
249100,3.4781,3.4714,3.4856
249200,3.4781,3.4714,3.4857
249300,3.4781,3.4714,3.4859
249400,3.4781,3.4713,3.486
249500,3.4781,3.4713,3.486
249600,3.4781,3.4714,3.486
249700,3.4781,3.4713,3.486
249800,3.4781,3.4712,3.4859
249900,3.4781,3.4713,3.486
250000,3.4781,3.4714,3.4859
250100,3.4781,3.4713,3.4859
250200,3.4781,3.4713,3.4859
250300,3.4781,3.4713,3.486
250400,3.4781,3.4712,3.4859
250500,3.4781,3.4712,3.4859
250600,3.4781,3.4713,3.4859
250700,3.4781,3.4712,3.4859
250800,3.4781,3.4713,3.4861
250900,3.4781,3.4713,3.486
251000,3.4782,3.4714,3.486
251100,3.4782,3.4714,3.4859
251200,3.4781,3.4714,3.4858
251300,3.4781,3.4713,3.4859
251400,3.4781,3.4712,3.486
251500,3.4781,3.471,3.4859
251600,3.4781,3.471,3.4859
251700,3.4781,3.4711,3.4857
251800,3.4781,3.4712,3.4857
251900,3.4781,3.4711,3.4855
252000,3.4781,3.4712,3.4856
252100,3.4781,3.471,3.4855
252200,3.4782,3.4711,3.4854
252300,3.4781,3.471,3.4854
252400,3.4782,3.4711,3.4854
252500,3.4781,3.4712,3.4853
252600,3.4782,3.4711,3.4853
252700,3.4782,3.4711,3.4852
252800,3.4782,3.4711,3.4853
252900,3.4782,3.471,3.4854
253000,3.4782,3.471,3.4854
253100,3.4782,3.471,3.4853
253200,3.4782,3.471,3.4854
253300,3.4782,3.4708,3.4855
253400,3.4782,3.4709,3.4854
253500,3.4782,3.4707,3.4856
253600,3.4782,3.4707,3.4857
253700,3.4782,3.4709,3.4856
253800,3.4782,3.471,3.4857
253900,3.4782,3.4711,3.4857
254000,3.4782,3.471,3.4856
254100,3.4782,3.4709,3.4857
254200,3.4782,3.4708,3.4857
254300,3.4782,3.4708,3.4856
254400,3.4782,3.4709,3.4855
254500,3.4782,3.4709,3.4854
254600,3.4782,3.471,3.4855
254700,3.4782,3.4709,3.4853
254800,3.4782,3.4711,3.4851
254900,3.4782,3.4712,3.4852
255000,3.4782,3.4711,3.4853
255100,3.4782,3.4711,3.4853
255200,3.4782,3.471,3.4854
255300,3.4782,3.471,3.4856
255400,3.4782,3.4711,3.4856
255500,3.4782,3.4711,3.4855
255600,3.4782,3.4712,3.4854
255700,3.4782,3.4712,3.4855
255800,3.4782,3.4712,3.4855
255900,3.4783,3.4712,3.4857
256000,3.4783,3.4712,3.4856
256100,3.4783,3.4712,3.4856
256200,3.4783,3.4712,3.4856
256300,3.4783,3.4713,3.4855
256400,3.4783,3.4712,3.4855
256500,3.4782,3.4712,3.4854
256600,3.4782,3.4713,3.4854
256700,3.4783,3.4713,3.4853
256800,3.4783,3.4714,3.4853
256900,3.4783,3.4715,3.4854
257000,3.4783,3.4714,3.4854
257100,3.4783,3.4716,3.4855
257200,3.4783,3.4716,3.4855
257300,3.4783,3.4715,3.4856
257400,3.4783,3.4715,3.4857
257500,3.4783,3.4715,3.4856
257600,3.4783,3.4716,3.4857
257700,3.4783,3.4717,3.4857
257800,3.4783,3.4715,3.4857
257900,3.4783,3.4716,3.4856
258000,3.4783,3.4716,3.4856
258100,3.4783,3.4716,3.4856
258200,3.4783,3.4716,3.4856
258300,3.4783,3.4717,3.4854
258400,3.4784,3.4717,3.4854
258500,3.4783,3.4717,3.4853
258600,3.4783,3.4717,3.4853
258700,3.4783,3.4715,3.4853
258800,3.4783,3.4716,3.4854
258900,3.4783,3.4715,3.4854
259000,3.4783,3.4716,3.4854
259100,3.4783,3.4716,3.4852
259200,3.4783,3.4714,3.4851
259300,3.4783,3.4714,3.4852
259400,3.4783,3.4715,3.4851
259500,3.4783,3.4715,3.4851
259600,3.4783,3.4716,3.485
259700,3.4783,3.4718,3.4849
259800,3.4783,3.4718,3.485
259900,3.4783,3.4717,3.4851
260000,3.4783,3.4717,3.4851
260100,3.4783,3.4716,3.485
260200,3.4783,3.4719,3.4849
260300,3.4783,3.4719,3.4848
260400,3.4783,3.4719,3.4848
260500,3.4784,3.4718,3.4849
260600,3.4783,3.4718,3.4849
260700,3.4783,3.4719,3.4848
260800,3.4784,3.4718,3.4849
260900,3.4784,3.4719,3.4848
261000,3.4784,3.4719,3.4847
261100,3.4784,3.4719,3.4848
261200,3.4784,3.472,3.4848
261300,3.4784,3.4718,3.4848
261400,3.4784,3.472,3.4847
261500,3.4784,3.4721,3.4848
261600,3.4784,3.4721,3.4848
261700,3.4784,3.4724,3.4847
261800,3.4784,3.4725,3.4846
261900,3.4784,3.4726,3.4846
262000,3.4784,3.4726,3.4846
262100,3.4784,3.4727,3.4847
262200,3.4784,3.4728,3.4848
262300,3.4784,3.4727,3.4849
262400,3.4784,3.4726,3.4849
262500,3.4784,3.4726,3.4848
262600,3.4784,3.4726,3.4847
262700,3.4784,3.4726,3.4848
262800,3.4784,3.4726,3.4848
262900,3.4784,3.4724,3.4849
263000,3.4784,3.4724,3.485
263100,3.4784,3.4724,3.4851
263200,3.4784,3.4724,3.4851
263300,3.4784,3.4724,3.4852
263400,3.4784,3.4725,3.4852
263500,3.4784,3.4725,3.4851
263600,3.4784,3.4724,3.4853
263700,3.4784,3.4725,3.4853
263800,3.4784,3.4724,3.4854
263900,3.4784,3.4723,3.4855
264000,3.4785,3.4722,3.4855
264100,3.4785,3.4723,3.4855
264200,3.4785,3.4724,3.4855
264300,3.4785,3.4723,3.4855
264400,3.4785,3.4722,3.4856
264500,3.4785,3.4722,3.4854
264600,3.4785,3.4722,3.4855
264700,3.4785,3.4723,3.4856
264800,3.4785,3.4723,3.4854
264900,3.4785,3.4724,3.4855
265000,3.4785,3.4724,3.4854
265100,3.4785,3.4723,3.4855
265200,3.4785,3.4725,3.4855
265300,3.4785,3.4726,3.4856
265400,3.4785,3.4728,3.4857
265500,3.4785,3.4729,3.4855
265600,3.4785,3.4728,3.4857
265700,3.4785,3.4728,3.4855
265800,3.4785,3.4727,3.4855
265900,3.4785,3.4728,3.4854
266000,3.4785,3.4729,3.4854
266100,3.4785,3.4727,3.4853
266200,3.4785,3.4728,3.4855
266300,3.4785,3.4726,3.4854
266400,3.4785,3.4726,3.4854
266500,3.4785,3.4724,3.4854
266600,3.4785,3.4724,3.4856
266700,3.4785,3.4724,3.4854
266800,3.4785,3.4723,3.4854
266900,3.4785,3.4724,3.4854
267000,3.4785,3.4725,3.4855
267100,3.4785,3.4726,3.4855
267200,3.4785,3.4726,3.4856
267300,3.4785,3.4727,3.4857
267400,3.4785,3.4726,3.4857
267500,3.4785,3.4725,3.4858
267600,3.4785,3.4726,3.4857
267700,3.4785,3.4728,3.4857
267800,3.4785,3.4728,3.4855
267900,3.4785,3.4727,3.4854
268000,3.4785,3.4727,3.4854
268100,3.4785,3.4727,3.4856
268200,3.4785,3.4727,3.4854
268300,3.4785,3.4726,3.4854
268400,3.4785,3.4727,3.4853
268500,3.4785,3.4725,3.4853
268600,3.4785,3.4726,3.4852
268700,3.4785,3.4726,3.4852
268800,3.4785,3.4724,3.4852
268900,3.4785,3.4723,3.4852
269000,3.4785,3.472,3.4851
269100,3.4786,3.472,3.4851
269200,3.4786,3.4722,3.4851
269300,3.4786,3.4721,3.4851
269400,3.4786,3.4721,3.485
269500,3.4786,3.4722,3.485
269600,3.4786,3.4722,3.4852
269700,3.4786,3.4722,3.4853
269800,3.4786,3.4724,3.4853
269900,3.4786,3.4725,3.4854
270000,3.4786,3.4723,3.4853
270100,3.4786,3.4724,3.4853
270200,3.4786,3.4725,3.4852
270300,3.4786,3.4725,3.4854
270400,3.4786,3.4725,3.4855
270500,3.4786,3.4725,3.4854
270600,3.4786,3.4725,3.4851
270700,3.4786,3.4723,3.4851
270800,3.4786,3.4725,3.485
270900,3.4786,3.4724,3.485
271000,3.4786,3.4724,3.4851
271100,3.4786,3.4724,3.4851
271200,3.4786,3.4723,3.485
271300,3.4786,3.4724,3.4851
271400,3.4786,3.4722,3.485
271500,3.4786,3.4722,3.4851
271600,3.4786,3.4722,3.4851
271700,3.4786,3.4721,3.4849
271800,3.4786,3.4722,3.4847
271900,3.4786,3.4721,3.4847
272000,3.4786,3.4721,3.4848
272100,3.4786,3.4721,3.4847
272200,3.4786,3.472,3.4848
272300,3.4786,3.472,3.4848
272400,3.4786,3.472,3.4847
272500,3.4786,3.472,3.4846
272600,3.4786,3.4721,3.4847
272700,3.4786,3.4721,3.4848
272800,3.4786,3.4723,3.4847
272900,3.4786,3.4723,3.4847
273000,3.4786,3.4723,3.4846
273100,3.4786,3.4722,3.4846
273200,3.4786,3.4723,3.4847
273300,3.4786,3.4724,3.4846
273400,3.4786,3.4722,3.4847
273500,3.4786,3.4722,3.4847
273600,3.4786,3.4723,3.4845
273700,3.4786,3.4721,3.4847
273800,3.4786,3.4721,3.4846
273900,3.4786,3.4721,3.4846
274000,3.4786,3.4721,3.4848
274100,3.4786,3.4722,3.4849
274200,3.4787,3.4722,3.4849
274300,3.4786,3.4722,3.4849
274400,3.4786,3.4722,3.4851
274500,3.4786,3.4722,3.4849
274600,3.4786,3.4721,3.4849
274700,3.4786,3.4722,3.4849
274800,3.4786,3.472,3.4849
274900,3.4786,3.4719,3.4849
275000,3.4786,3.472,3.4846
275100,3.4787,3.4719,3.4846
275200,3.4787,3.4719,3.4845
275300,3.4787,3.4721,3.4846
275400,3.4787,3.4722,3.4845
275500,3.4787,3.4721,3.4846
275600,3.4787,3.472,3.4847
275700,3.4786,3.472,3.4846
275800,3.4787,3.4721,3.4848
275900,3.4787,3.472,3.4848
276000,3.4787,3.4722,3.4846
276100,3.4787,3.4721,3.4848
276200,3.4787,3.472,3.4848
276300,3.4787,3.4722,3.4846
276400,3.4787,3.4722,3.4848
276500,3.4787,3.4723,3.4847
276600,3.4787,3.4724,3.4846
276700,3.4787,3.4724,3.4845
276800,3.4787,3.4723,3.4844
276900,3.4787,3.4724,3.4845
277000,3.4787,3.4723,3.4845
277100,3.4787,3.4723,3.4845
277200,3.4787,3.4723,3.4844
277300,3.4787,3.4722,3.4845
277400,3.4787,3.4722,3.4844
277500,3.4787,3.4722,3.4843
277600,3.4787,3.4722,3.4844
277700,3.4787,3.4721,3.4843
277800,3.4787,3.4724,3.4842
277900,3.4787,3.4723,3.4843
278000,3.4787,3.4722,3.4843
278100,3.4787,3.4721,3.4842
278200,3.4787,3.4723,3.4841
278300,3.4787,3.4725,3.484
278400,3.4787,3.4724,3.4841
278500,3.4787,3.4723,3.484
278600,3.4787,3.4723,3.4841
278700,3.4787,3.4722,3.4842
278800,3.4787,3.4721,3.4842
278900,3.4787,3.4721,3.4843
279000,3.4787,3.4723,3.4843
279100,3.4787,3.4725,3.4842
279200,3.4787,3.4724,3.4842
279300,3.4787,3.4724,3.4841
279400,3.4787,3.4724,3.484
279500,3.4787,3.4725,3.4839
279600,3.4787,3.4726,3.4837
279700,3.4787,3.4726,3.4837
279800,3.4787,3.4726,3.4837
279900,3.4787,3.4727,3.4838
280000,3.4787,3.4727,3.4838
280100,3.4787,3.4728,3.4838
280200,3.4787,3.4727,3.4838
280300,3.4787,3.4727,3.4839
280400,3.4787,3.4727,3.4838
280500,3.4787,3.4729,3.4841
280600,3.4787,3.473,3.4841
280700,3.4787,3.4729,3.484
280800,3.4787,3.4729,3.4841
280900,3.4787,3.4729,3.4843
281000,3.4787,3.4729,3.4843
281100,3.4787,3.4728,3.4843
281200,3.4787,3.4728,3.4845
281300,3.4787,3.4727,3.4844
281400,3.4787,3.4727,3.4845
281500,3.4787,3.4726,3.4846
281600,3.4787,3.4727,3.4844
281700,3.4787,3.4728,3.4843
281800,3.4787,3.4728,3.4844
281900,3.4787,3.4728,3.4844
282000,3.4787,3.4729,3.4843
282100,3.4788,3.4729,3.4843
282200,3.4788,3.4728,3.4844
282300,3.4788,3.4728,3.4842
282400,3.4788,3.4729,3.4842
282500,3.4788,3.4728,3.4842
282600,3.4788,3.4728,3.484
282700,3.4788,3.4727,3.484
282800,3.4788,3.4726,3.4839
282900,3.4788,3.4725,3.4839
283000,3.4788,3.4727,3.484
283100,3.4788,3.4727,3.4839
283200,3.4788,3.4727,3.4839
283300,3.4788,3.4727,3.4839
283400,3.4788,3.4727,3.4841
283500,3.4788,3.4728,3.484
283600,3.4788,3.4726,3.4841
283700,3.4788,3.4728,3.4842
283800,3.4788,3.4727,3.4842
283900,3.4788,3.4727,3.484
284000,3.4788,3.4725,3.484
284100,3.4788,3.4725,3.4839
284200,3.4788,3.4724,3.4839
284300,3.4788,3.4724,3.4839
284400,3.4788,3.4724,3.484
284500,3.4788,3.4722,3.484
284600,3.4788,3.4722,3.4842
284700,3.4788,3.4722,3.4842
284800,3.4788,3.4721,3.4843
284900,3.4788,3.4721,3.4842
285000,3.4788,3.472,3.4844
285100,3.4788,3.4721,3.4844
285200,3.4788,3.4722,3.4843
285300,3.4789,3.4722,3.4845
285400,3.4789,3.4723,3.4844
285500,3.4789,3.4721,3.4844
285600,3.4789,3.4723,3.4844
285700,3.4789,3.4721,3.4845
285800,3.4789,3.4721,3.4846
285900,3.4789,3.4722,3.4847
286000,3.4789,3.4722,3.4845
286100,3.4789,3.4722,3.4847
286200,3.4789,3.4725,3.4848
286300,3.4789,3.4725,3.4847
286400,3.4789,3.4724,3.4847
286500,3.4789,3.4725,3.4847
286600,3.4789,3.4725,3.4846
286700,3.4789,3.4726,3.4845
286800,3.4789,3.4726,3.4844
286900,3.4789,3.4724,3.4844
287000,3.4789,3.4723,3.4845
287100,3.4788,3.4724,3.4847
287200,3.4788,3.4724,3.4848
287300,3.4788,3.4724,3.4847
287400,3.4788,3.4724,3.4846
287500,3.4788,3.4724,3.4845
287600,3.4788,3.4724,3.4845
287700,3.4789,3.4724,3.4846
287800,3.4789,3.4723,3.4845
287900,3.4789,3.4723,3.4845
288000,3.4789,3.4722,3.4845
288100,3.4789,3.4723,3.4844
288200,3.4789,3.4724,3.4845
288300,3.4789,3.4724,3.4846
288400,3.4789,3.4723,3.4845
288500,3.4789,3.4723,3.4846
288600,3.4789,3.4724,3.4845
288700,3.4789,3.4724,3.4847
288800,3.4789,3.4724,3.4847
288900,3.4789,3.4723,3.4848
289000,3.4789,3.4722,3.4849
289100,3.4789,3.4721,3.485
289200,3.4789,3.4721,3.4851
289300,3.4789,3.4721,3.4853
289400,3.4789,3.4722,3.4851
289500,3.4789,3.4722,3.4853
289600,3.4789,3.4723,3.4854
289700,3.4789,3.4723,3.4852
289800,3.4789,3.4725,3.4853
289900,3.4789,3.4724,3.4853
290000,3.4789,3.4724,3.4854
290100,3.4789,3.4724,3.4853
290200,3.4789,3.4724,3.4851
290300,3.4789,3.4725,3.4851
290400,3.4789,3.4724,3.4851
290500,3.4789,3.4723,3.4853
290600,3.4789,3.4724,3.4853
290700,3.479,3.4725,3.4852
290800,3.479,3.4725,3.4851
290900,3.4789,3.4726,3.4851
291000,3.479,3.4728,3.4851
291100,3.479,3.4726,3.4851
291200,3.4789,3.4727,3.4852
291300,3.479,3.4728,3.4852
291400,3.479,3.4727,3.4851
291500,3.479,3.4726,3.4853
291600,3.479,3.4726,3.4853
291700,3.479,3.4726,3.4855
291800,3.479,3.4727,3.4855
291900,3.479,3.4729,3.4855
292000,3.479,3.4728,3.4855
292100,3.479,3.4729,3.4854
292200,3.479,3.4729,3.4853
292300,3.479,3.473,3.4854
292400,3.479,3.4729,3.4853
292500,3.479,3.4729,3.4852
292600,3.479,3.4728,3.4853
292700,3.479,3.4729,3.4854
292800,3.479,3.4728,3.4855
292900,3.479,3.4728,3.4856
293000,3.479,3.4727,3.4856
293100,3.479,3.4726,3.4856
293200,3.479,3.4727,3.4857
293300,3.479,3.4726,3.4857
293400,3.479,3.4726,3.4858
293500,3.479,3.4725,3.4857
293600,3.479,3.4726,3.4857
293700,3.479,3.4724,3.4857
293800,3.479,3.4724,3.4856
293900,3.479,3.4725,3.4856
294000,3.479,3.4725,3.4856
294100,3.479,3.4724,3.4856
294200,3.479,3.4726,3.4856
294300,3.479,3.4728,3.4856
294400,3.479,3.4728,3.4855
294500,3.4789,3.4728,3.4855
294600,3.479,3.4728,3.4854
294700,3.479,3.4727,3.4853
294800,3.4789,3.4728,3.4855
294900,3.4789,3.4727,3.4857
295000,3.4789,3.4727,3.4857
295100,3.4789,3.4728,3.4856
295200,3.4789,3.4728,3.4854
295300,3.4789,3.4726,3.4854
295400,3.4789,3.4725,3.4855
295500,3.4789,3.4725,3.4856
295600,3.4789,3.4725,3.4856
295700,3.4789,3.4726,3.4856
295800,3.4789,3.4726,3.4854
295900,3.4789,3.4725,3.4854
296000,3.4789,3.4726,3.4854
296100,3.4789,3.4726,3.4853
296200,3.4789,3.4726,3.4853
296300,3.4789,3.4728,3.4854
296400,3.4789,3.4728,3.4856
296500,3.4789,3.4727,3.4854
296600,3.4789,3.4728,3.4854
296700,3.4789,3.4727,3.4854
296800,3.4789,3.4728,3.4853
296900,3.4789,3.4729,3.4852
297000,3.4789,3.4729,3.4852
297100,3.4789,3.4728,3.4851
297200,3.4789,3.4728,3.4851
297300,3.4789,3.4728,3.4852
297400,3.4789,3.4728,3.4851
297500,3.4789,3.4728,3.4851
297600,3.479,3.4729,3.4851
297700,3.479,3.473,3.4852
297800,3.479,3.473,3.4853
297900,3.479,3.473,3.4852
298000,3.479,3.473,3.4853
298100,3.479,3.4729,3.4853
298200,3.479,3.473,3.4854
298300,3.479,3.473,3.4853
298400,3.479,3.4732,3.4854
298500,3.479,3.4732,3.4855
298600,3.479,3.4732,3.4855
298700,3.479,3.4733,3.4853
298800,3.4789,3.4732,3.4854
298900,3.479,3.4732,3.4855
299000,3.4789,3.4732,3.4853
299100,3.479,3.4732,3.4853
299200,3.479,3.4732,3.4852
299300,3.479,3.4731,3.4851
299400,3.479,3.4731,3.485
299500,3.479,3.4731,3.4851
299600,3.479,3.473,3.4851
299700,3.479,3.4731,3.4848
299800,3.479,3.4731,3.4848
299900,3.479,3.4731,3.4848
300000,3.479,3.4731,3.4848
300100,3.479,3.4731,3.4847
300200,3.479,3.4731,3.4846
300300,3.479,3.4733,3.4846
300400,3.479,3.4733,3.4847
300500,3.479,3.4733,3.4846
300600,3.479,3.4735,3.4847
300700,3.479,3.4735,3.4848
300800,3.479,3.4733,3.4847
300900,3.479,3.4733,3.4846
301000,3.479,3.4734,3.4847
301100,3.479,3.4734,3.4848
301200,3.479,3.4735,3.4846
301300,3.479,3.4735,3.4848
301400,3.479,3.4736,3.4846
301500,3.479,3.4738,3.4846
301600,3.479,3.4736,3.4846
301700,3.479,3.4736,3.4847
301800,3.479,3.4736,3.4848
301900,3.479,3.4736,3.4847
302000,3.479,3.4736,3.4848
302100,3.479,3.4735,3.4847
302200,3.479,3.4735,3.4846
302300,3.479,3.4736,3.4846
302400,3.479,3.4736,3.4846
302500,3.479,3.4737,3.4845
302600,3.479,3.4739,3.4846
302700,3.4791,3.4738,3.4848
302800,3.4791,3.4738,3.4847
302900,3.4791,3.4738,3.4847
303000,3.4791,3.474,3.4847
303100,3.4791,3.4741,3.4846
303200,3.479,3.4739,3.4846
303300,3.4791,3.4741,3.4845
303400,3.479,3.4741,3.4845
303500,3.479,3.4741,3.4846
303600,3.4791,3.474,3.4847
303700,3.4791,3.474,3.4848
303800,3.4791,3.474,3.4848
303900,3.4791,3.4739,3.4848
304000,3.4791,3.4739,3.4849
304100,3.4791,3.474,3.4849
304200,3.4791,3.4739,3.485
304300,3.4791,3.4739,3.4851
304400,3.4791,3.4739,3.4849
304500,3.4791,3.4739,3.4849
304600,3.4791,3.4739,3.4849
304700,3.4791,3.4738,3.4849
304800,3.4791,3.4739,3.4851
304900,3.4791,3.4738,3.4851
305000,3.4791,3.4738,3.4851
305100,3.4791,3.4739,3.4851
305200,3.4791,3.4738,3.4851
305300,3.4791,3.4738,3.485
305400,3.4791,3.4739,3.4851
305500,3.4791,3.474,3.4851
305600,3.4791,3.4739,3.4851
305700,3.4791,3.4739,3.4851
305800,3.4791,3.4741,3.4851
305900,3.4791,3.474,3.4851
306000,3.4791,3.4741,3.485
306100,3.4791,3.474,3.485
306200,3.4791,3.4738,3.4851
306300,3.4791,3.4738,3.4851
306400,3.4791,3.4738,3.4851
306500,3.4791,3.4737,3.485
306600,3.4791,3.4738,3.4849
306700,3.4791,3.4737,3.4851
306800,3.4791,3.4737,3.4851
306900,3.4791,3.4737,3.4851
307000,3.4791,3.4738,3.4851
307100,3.4791,3.4737,3.4849
307200,3.4791,3.4735,3.4848
307300,3.4791,3.4737,3.4848
307400,3.4791,3.4737,3.4848
307500,3.4791,3.4736,3.4848
307600,3.4791,3.4737,3.4847
307700,3.4791,3.4738,3.4846
307800,3.4791,3.4739,3.4846
307900,3.4791,3.4738,3.4846
308000,3.4791,3.4739,3.4846
308100,3.4791,3.4739,3.4845
308200,3.4791,3.4739,3.4846
308300,3.4791,3.4738,3.4847
308400,3.4791,3.4737,3.4848
308500,3.4791,3.4737,3.4846
308600,3.4791,3.4737,3.4847
308700,3.4791,3.4738,3.4846
308800,3.4791,3.4739,3.4845
308900,3.4791,3.4738,3.4844
309000,3.4791,3.4739,3.4844
309100,3.4791,3.4739,3.4844
309200,3.4791,3.4738,3.4844
309300,3.4791,3.4738,3.4845
309400,3.4791,3.474,3.4846
309500,3.4791,3.4739,3.4845
309600,3.4791,3.4737,3.4846
309700,3.4791,3.4738,3.4847
309800,3.4791,3.4739,3.4847
309900,3.4791,3.474,3.4847
310000,3.4791,3.4739,3.4847
310100,3.4791,3.4739,3.4847
310200,3.4791,3.4739,3.4848
310300,3.4791,3.4739,3.4849
310400,3.4791,3.4739,3.4849
310500,3.4791,3.4738,3.4849
310600,3.4791,3.4739,3.485
310700,3.4791,3.4738,3.4851
310800,3.4791,3.4738,3.485
310900,3.4791,3.4738,3.4849
311000,3.4791,3.474,3.4849
311100,3.4791,3.4741,3.4849
311200,3.4792,3.4742,3.4848
311300,3.4792,3.4743,3.4848
311400,3.4792,3.4743,3.4846
311500,3.4792,3.4742,3.4848
311600,3.4792,3.4742,3.485
311700,3.4792,3.4742,3.4851
311800,3.4792,3.4742,3.4853
311900,3.4792,3.4742,3.4853
312000,3.4792,3.4743,3.4853
312100,3.4792,3.4743,3.4854
312200,3.4792,3.4742,3.4854
312300,3.4792,3.4741,3.4854
312400,3.4792,3.474,3.4854
312500,3.4792,3.474,3.4854
312600,3.4792,3.474,3.4854
312700,3.4792,3.474,3.4855
312800,3.4792,3.4739,3.4855
312900,3.4792,3.474,3.4855
313000,3.4792,3.4741,3.4857
313100,3.4792,3.4741,3.4857
313200,3.4792,3.4741,3.4857
313300,3.4792,3.4742,3.4856
313400,3.4792,3.4742,3.4855
313500,3.4792,3.4744,3.4854
313600,3.4792,3.4743,3.4854
313700,3.4792,3.4743,3.4853
313800,3.4792,3.4744,3.4851
313900,3.4792,3.4745,3.4851
314000,3.4792,3.4745,3.4851
314100,3.4792,3.4744,3.4851
314200,3.4792,3.4744,3.4852
314300,3.4792,3.4743,3.4852
314400,3.4792,3.4745,3.4853
314500,3.4792,3.4744,3.4853
314600,3.4792,3.4743,3.4851
314700,3.4792,3.4743,3.4851
314800,3.4792,3.4742,3.485
314900,3.4792,3.4742,3.4849
315000,3.4792,3.4743,3.4848
315100,3.4792,3.4742,3.4848
315200,3.4792,3.4741,3.4846
315300,3.4792,3.4741,3.4845
315400,3.4792,3.4743,3.4846
315500,3.4792,3.4743,3.4846
315600,3.4792,3.4743,3.4848
