numsampled,0.97,lci,hci
81900,1294.59,1263,1322
82000,1295.21,1264,1323
82100,1295.87,1264,1323
82200,1296.47,1264,1323
82300,1297.03,1264,1324
82400,1297.64,1264,1326
82500,1298.41,1266,1327
82600,1298.94,1267,1327
82700,1299.61,1267,1328
82800,1300.18,1268,1328
82900,1300.82,1269,1329
83000,1301.32,1271,1330
83100,1301.85,1271,1331
83200,1302.52,1271,1331
83300,1303.02,1272,1332
83400,1303.52,1273,1332
83500,1304.14,1273,1333
83600,1304.77,1274,1335
83700,1305.36,1274,1335
83800,1306.06,1275,1335
83900,1306.69,1276,1335
84000,1307.24,1276,1336
84100,1307.86,1277,1336
84200,1308.41,1278,1338
84300,1308.91,1278,1338
84400,1309.47,1278,1338
84500,1310.15,1278,1338
84600,1310.65,1280,1338
84700,1311.3,1280,1338
84800,1311.92,1280,1339
84900,1312.53,1281,1339
85000,1312.99,1281,1340
85100,1313.5,1282,1340
85200,1314.08,1283,1340
85300,1314.83,1283,1340
85400,1315.37,1284,1341
85500,1316.07,1284,1342
85600,1316.59,1284,1344
85700,1317.24,1286,1344
85800,1317.76,1286,1344
85900,1318.32,1286,1345
86000,1318.85,1286,1345
86100,1319.3,1287,1345
86200,1319.86,1288,1345
86300,1320.37,1289,1347
86400,1320.78,1289,1347
86500,1321.32,1289,1347
86600,1321.88,1290,1348
86700,1322.4,1291,1348
86800,1323.07,1291,1348
86900,1323.58,1291,1349
87000,1324.15,1291,1349
87100,1324.77,1291,1351
87200,1325.35,1293,1352
87300,1325.97,1293,1352
87400,1326.57,1293,1354
87500,1327.12,1293,1354
87600,1327.74,1294,1355
87700,1328.39,1295,1356
87800,1328.84,1295,1357
87900,1329.31,1295,1357
88000,1329.73,1295,1358
88100,1330.23,1296,1358
88200,1330.74,1297,1358
88300,1331.15,1298,1358
88400,1331.77,1298,1358
88500,1332.33,1298,1359
88600,1332.87,1299,1359
88700,1333.5,1299,1360
88800,1334.1,1301,1361
88900,1334.69,1301,1361
89000,1335.24,1301,1362
89100,1335.76,1301,1363
89200,1336.16,1301,1364
89300,1336.75,1305,1364
89400,1337.31,1306,1364
89500,1337.85,1307,1364
89600,1338.38,1308,1365
89700,1339.04,1308,1365
89800,1339.61,1309,1366
89900,1340.14,1309,1367
90000,1340.69,1310,1367
90100,1341.31,1310,1369
90200,1341.88,1310,1370
90300,1342.47,1311,1371
90400,1342.99,1311,1371
90500,1343.43,1312,1371
90600,1343.93,1312,1372
90700,1344.49,1313,1374
90800,1345.02,1313,1374
90900,1345.59,1314,1374
91000,1346.11,1314,1375
91100,1346.7,1315,1376
91200,1347.23,1315,1378
91300,1347.85,1316,1378
91400,1348.4,1318,1378
91500,1348.83,1318,1380
91600,1349.34,1318,1380
91700,1349.78,1320,1380
91800,1350.27,1320,1381
91900,1350.8,1320,1381
92000,1351.3,1321,1383
92100,1351.75,1321,1383
92200,1352.2,1322,1383
92300,1352.77,1323,1383
92400,1353.29,1323,1383
92500,1353.92,1323,1383
92600,1354.45,1323,1383
92700,1355.01,1325,1384
92800,1355.53,1325,1385
92900,1356.15,1326,1385
93000,1356.63,1326,1385
93100,1357.14,1327,1385
93200,1357.68,1328,1387
93300,1358.17,1329,1387
93400,1358.74,1329,1387
93500,1359.48,1330,1387
93600,1360.12,1330,1389
93700,1360.55,1330,1390
93800,1361.18,1331,1391
93900,1361.69,1333,1391
94000,1362.27,1334,1392
94100,1362.8,1334,1392
94200,1363.25,1334,1392
94300,1363.79,1334,1393
94400,1364.18,1335,1393
94500,1364.68,1335,1393
94600,1365.21,1336,1393
94700,1365.79,1336,1393
94800,1366.27,1337,1393
94900,1366.93,1337,1393
95000,1367.54,1339,1394
95100,1368.05,1340,1394
95200,1368.65,1340,1395
95300,1369.26,1340,1396
95400,1369.8,1341,1396
95500,1370.28,1341,1397
95600,1370.86,1342,1398
95700,1371.5,1342,1400
95800,1372.02,1343,1402
95900,1372.44,1344,1403
96000,1372.99,1344,1403
96100,1373.42,1345,1403
96200,1373.95,1345,1403
96300,1374.37,1345,1403
96400,1374.9,1346,1403
96500,1375.51,1346,1403
96600,1375.94,1346,1403
96700,1376.35,1349,1404
96800,1376.95,1349,1404
96900,1377.37,1350,1404
97000,1377.88,1350,1405
97100,1378.48,1351,1405
97200,1378.96,1352,1405
97300,1379.5,1352,1406
97400,1379.99,1352,1406
97500,1380.52,1354,1406
97600,1380.94,1354,1407
97700,1381.38,1355,1408
97800,1381.91,1355,1409
97900,1382.45,1355,1410
98000,1383.03,1355,1410
98100,1383.6,1357,1411
98200,1384.12,1357,1412
98300,1384.53,1357,1412
98400,1385.01,1357,1412
98500,1385.53,1358,1412
98600,1386.06,1358,1412
98700,1386.56,1358,1414
98800,1387.08,1359,1414
98900,1387.66,1360,1414
99000,1388.12,1361,1415
99100,1388.6,1361,1416
99200,1389.07,1362,1416
99300,1389.6,1362,1416
99400,1390.06,1362,1416
99500,1390.59,1362,1416
99600,1391.19,1364,1417
99700,1391.71,1364,1417
99800,1392.23,1364,1418
99900,1392.87,1364,1418
100000,1393.43,1364,1419
100100,1394.01,1364,1421
100200,1394.47,1364,1421
100300,1395.05,1366,1421
100400,1395.55,1367,1421
100500,1396,1368,1422
100600,1396.52,1369,1422
100700,1397.04,1369,1422
100800,1397.61,1370,1424
100900,1398.13,1372,1424
101000,1398.69,1373,1424
101100,1399.23,1373,1425
101200,1399.78,1373,1425
101300,1400.28,1374,1426
101400,1400.74,1374,1427
101500,1401.29,1375,1428
101600,1401.76,1375,1429
101700,1402.19,1375,1429
101800,1402.68,1376,1430
101900,1403.09,1376,1430
102000,1403.55,1377,1430
102100,1403.94,1377,1431
102200,1404.48,1377,1431
102300,1405,1377,1433
102400,1405.58,1378,1434
102500,1406.01,1378,1435
102600,1406.61,1378,1436
102700,1407.16,1378,1436
102800,1407.68,1379,1437
102900,1408.28,1380,1437
103000,1408.76,1380,1438
103100,1409.27,1380,1438
103200,1409.63,1380,1439
103300,1410.14,1380,1439
103400,1410.63,1381,1439
103500,1411.07,1381,1440
103600,1411.56,1382,1441
103700,1411.94,1383,1441
103800,1412.32,1383,1442
103900,1412.95,1385,1443
104000,1413.47,1386,1443
104100,1413.89,1387,1443
104200,1414.46,1388,1443
104300,1415.04,1388,1443
104400,1415.6,1388,1445
104500,1416.17,1389,1445
104600,1416.78,1389,1445
104700,1417.13,1389,1445
104800,1417.57,1389,1445
104900,1418.12,1389,1447
105000,1418.58,1391,1449
